"시도별(1)","연령별(1)","성별(1)",중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위),중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위),중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위),중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위),중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위),중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위),중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)
"경상북도","35 - 39세","여자",93871,90647,87020,83997,83970,84849,86742
"경상북도","40 - 44세","남자",109108,110364,110996,109450,107528,103269,99112
"경상북도","40 - 44세","여자",100539,101395,101511,99874,97947,94866,91128
"경상북도","45 - 49세","남자",107779,107073,105763,109675,111535,112486,112885
"경상북도","45 - 49세","여자",100616,99861,98980,102744,103821,104212,104137
"경상북도","50 - 54세","남자",110393,113371,116739,116673,115431,112533,111202
"경상북도","50 - 54세","여자",108224,110640,113327,112325,109955,105576,104315
"경상북도","55 - 59세","남자",87425,91996,96501,102804,108389,115379,117608
"경상북도","55 - 59세","여자",89839,93494,97010,102289,107719,113814,115619
"경상북도","60 - 64세","남자",70145,72968,75210,76990,81561,88585,93166
"경상북도","60 - 64세","여자",72920,76097,78686,81158,86159,92341,95601
"경상북도","65 - 69세","남자",54782,54703,55187,58835,62703,67581,71374
"경상북도","65 - 69세","여자",67383,64797,62794,63922,66273,71381,75471
"경상북도","70 - 74세","남자",51685,53001,54917,54016,52804,49442,49685
"경상북도","70 - 74세","여자",72620,74143,75440,73749,70940,64453,62185
"경상북도","75 - 79세","남자",35338,37030,38306,40060,41017,41597,43809
"경상북도","75 - 79세","여자",58865,60500,62107,64485,65078,65217,67560
"경상북도","80세이상","남자",25326,26801,28307,29907,31740,34738,37556
"경상북도","80세이상","여자",59731,63325,66936,70764,75253,80293,85643
"경상북도","80 - 84세","남자",16428,17478,18638,19880,21650,23943,25673
"경상북도","80 - 84세","여자",35588,37663,39400,41188,44392,47376,49725
"경상북도","85 - 89세","남자",6865,7173,7356,7626,7606,8168,9054
"경상북도","85 - 89세","여자",17126,18004,18995,20673,21659,22960,25053
"경상북도","90 - 94세","남자",1783,1865,2006,2076,2133,2237,2384
"경상북도","90 - 94세","여자",5755,6234,6996,7259,7442,8037,8613
"경상북도","95 - 99세","남자",231,266,290,306,323,358,405
"경상북도","95 - 99세","여자",1114,1260,1363,1438,1567,1716,2023
"경상북도","100세 이상","남자",19,19,17,19,28,32,40
"경상북도","100세 이상","여자",148,164,182,206,193,204,229
"경상남도","계","남자",1651780,1661753,1668122,1683623,1696568,1700617,1698965
"경상남도","계","여자",1592932,1603742,1609843,1623746,1633662,1637091,1640310
"경상남도","0 - 4세","남자",83562,84115,82966,82352,82085,79324,75901
"경상남도","0 - 4세","여자",77893,78672,77390,77021,76880,75095,71796
"경상남도","5 - 9세","남자",83831,81486,81426,80840,81165,83098,83900
"경상남도","5 - 9세","여자",75445,73949,74785,75121,75610,77593,78601
"경상남도","10 - 14세","남자",112461,107078,101028,95958,89197,83133,80794
"경상남도","10 - 14세","여자",100779,96401,90467,85913,79852,74886,73334
"경상남도","15 - 19세","남자",122145,121726,118762,115183,112500,108463,102162
"경상남도","15 - 19세","여자",100616,99783,97984,96063,96323,93052,87862
"경상남도","20 - 24세","남자",100355,105967,111516,115411,117539,118590,116277
"경상남도","20 - 24세","여자",74915,79135,83614,86716,86780,87707,85871
"경상남도","25 - 29세","남자",117471,109803,105368,105975,108567,107812,107272
"경상남도","25 - 29세","여자",95837,89268,83971,82110,82919,82191,83134
"경상남도","30 - 34세","남자",133481,136981,137643,136906,132542,126179,117854
"경상남도","30 - 34세","여자",115767,118629,118965,117457,111663,104722,97469
"경상남도","35 - 39세","남자",143906,138297,133374,131400,133239,136338,139200
"경상남도","35 - 39세","여자",130936,125586,120480,117830,118671,120601,123594
"경상남도","40 - 44세","남자",150549,152319,153579,152097,149437,143966,138125
"경상남도","40 - 44세","여자",140446,142117,142861,140889,137889,132982,127775
"경상남도","45 - 49세","남자",141256,140997,138585,145234,148057,150121,152040
"경상남도","45 - 49세","여자",130532,130470,130135,137744,140642,143149,144398
"경상남도","50 - 54세","남자",138508,142685,146701,145479,144385,141098,141231
"경상남도","50 - 54세","여자",131791,136156,140059,138791,137752,132916,133092
"경상남도","55 - 59세","남자",99938,106093,113985,122695,129235,138774,142719
"경상남도","55 - 59세","여자",98766,104390,111176,119702,125954,135539,139780
"경상남도","60 - 64세","남자",74001,77719,79776,82875,89925,98162,105169
"경상남도","60 - 64세","여자",76809,79978,82031,84735,91741,100166,106602
"경상남도","65 - 69세","남자",54073,55195,57490,61843,65548,70582,74585
"경상남도","65 - 69세","여자",66411,65560,65506,68143,70606,75849,79213
"경상남도","70 - 74세","남자",45780,47518,49469,49633,50377,48354,50083
"경상남도","70 - 74세","여자",67489,69004,70514,69253,68185,63661,63152
"경상남도","75 - 79세","남자",29984,31764,33095,34635,36095,37535,39665
"경상남도","75 - 79세","여자",54676,56377,57665,59720,61087,61829,63903
"경상남도","80세이상","남자",20479,22010,23359,25107,26675,29088,31988
"경상남도","80세이상","여자",53824,58267,62240,66538,71108,75153,80734
"경상남도","80 - 84세","남자",13879,14892,15789,16928,18206,20128,21988
"경상남도","80 - 84세","여자",33283,36128,38161,40125,42578,44612,47036
"경상남도","85 - 89세","남자",5232,5604,5894,6330,6547,6924,7797
"경상남도","85 - 89세","여자",15316,16304,17362,19188,20683,22132,24393
"경상남도","90 - 94세","남자",1223,1343,1468,1604,1653,1748,1888
"경상남도","90 - 94세","여자",4279,4806,5636,6099,6635,7039,7678
"경상남도","95 - 99세","남자",134,159,194,226,253,269,293
"경상남도","95 - 99세","여자",835,904,953,988,1071,1211,1445
"경상남도","100세 이상","남자",11,12,14,19,16,19,22
"경상남도","100세 이상","여자",111,125,128,138,141,159,182
"제주특별자치도","계","남자",277692,281398,286074,293154,301539,311239,320329
"제주특별자치도","계","여자",276153,279420,283960,290181,297713,306880,314590
"제주특별자치도","0 - 4세","남자",15032,15099,14996,15343,15509,15730,15429
"제주특별자치도","0 - 4세","여자",14050,14163,14229,14459,14813,14908,14656
"제주특별자치도","5 - 9세","남자",16710,16220,16207,16225,16501,17099,17487
"제주특별자치도","5 - 9세","여자",14760,14590,14739,14910,15202,15975,16380
"제주특별자치도","10 - 14세","남자",21495,20760,19995,19472,18519,17821,17572
"제주특별자치도","10 - 14세","여자",19553,18855,18097,17441,16546,15714,15756
"제주특별자치도","15 - 19세","남자",21609,21842,21636,21062,20948,20635,19952
"제주특별자치도","15 - 19세","여자",19096,19031,18764,18519,18712,18584,17860
"제주특별자치도","20 - 24세","남자",16173,17130,18360,19581,20561,21216,21924
"제주특별자치도","20 - 24세","여자",14015,14859,16128,17102,17419,17849,18162
"제주특별자치도","25 - 29세","남자",17343,16430,16058,16277,16913,17668,19097
"제주특별자치도","25 - 29세","여자",16244,15218,14543,14647,15384,16104,17045
"제주특별자치도","30 - 34세","남자",19773,20360,20808,21288,21365,20925,20334
"제주특별자치도","30 - 34세","여자",18644,19267,19695,20023,19782,19542,19094
"제주특별자치도","35 - 39세","남자",23922,23165,22421,22124,22862,24216,25415
"제주특별자치도","35 - 39세","여자",22413,21317,20599,20298,21263,22852,24211
"제주특별자치도","40 - 44세","남자",25826,26441,27157,27469,27862,27675,27530
"제주특별자치도","40 - 44세","여자",24001,24917,25649,25971,25903,25477,25148
"제주특별자치도","45 - 49세","남자",23662,24181,24350,25688,27070,28481,30175
"제주특별자치도","45 - 49세","여자",21750,22049,22242,23515,24663,26013,27706
"제주특별자치도","50 - 54세","남자",21419,22180,23340,24147,24568,25870,26718
"제주특별자치도","50 - 54세","여자",20595,21300,22379,22791,23181,24036,24569
"제주특별자치도","55 - 59세","남자",15284,16576,18176,19946,21356,22879,24281
"제주특별자치도","55 - 59세","여자",15256,16473,17844,19529,20690,22288,23475
"제주특별자치도","60 - 64세","남자",12480,12545,12562,12946,14505,16189,17807
"제주특별자치도","60 - 64세","여자",12827,12882,12990,13435,14995,16679,18052
"제주특별자치도","65 - 69세","남자",10432,10748,11112,11649,11893,12451,12746
"제주특별자치도","65 - 69세","여자",11575,11750,11981,12342,12838,13379,13605
"제주특별자치도","70 - 74세","남자",8351,8799,9194,9310,9606,9821,10160
"제주특별자치도","70 - 74세","여자",11012,11394,11741,11686,11697,11551,11808
"제주특별자치도","75 - 79세","남자",5199,5648,6007,6422,6747,7106,7655
"제주특별자치도","75 - 79세","여자",9146,9514,9658,9958,10289,10650,10977
"제주특별자치도","80세이상","남자",2982,3274,3695,4205,4754,5457,6047
"제주특별자치도","80세이상","여자",11216,11841,12682,13555,14336,15279,16086
"제주특별자치도","80 - 84세","남자",1917,2197,2572,3035,3473,3992,4352
"제주특별자치도","80 - 84세","여자",5804,6296,6897,7467,7839,8418,8643
"제주특별자치도","85 - 89세","남자",774,751,760,800,917,1087,1311
"제주특별자치도","85 - 89세","여자",3476,3388,3106,3409,3910,4256,4790
"제주특별자치도","90 - 94세","남자",242,275,307,310,296,316,301
"제주특별자치도","90 - 94세","여자",1457,1628,2128,2124,2010,1945,1874
"제주특별자치도","95 - 99세","남자",45,46,50,55,60,55,77
"제주특별자치도","95 - 99세","여자",414,460,481,483,485,570,671
"제주특별자치도","100세 이상","남자",4,5,6,5,8,7,6
"제주특별자치도","100세 이상","여자",65,69,70,72,92,90,108
